movieId,averageRating,numVotes,title,genres
3104,7.5,70395,Midnight Run (1988),Action|Comedy|Crime|Thriller
3105,7.8,118088,Awakenings (1990),Drama|Mystery
3106,6.7,2424,Come See the Paradise (1990),Drama|Romance
3107,6.7,68801,Backdraft (1991),Action|Drama
3108,7.5,76434,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
3109,6.3,6118,"River, The (1984)",Drama
3110,6.7,1721,Country (1984),Drama
3111,7.4,9823,Places in the Heart (1984),Drama
3112,7.6,2040,'night Mother (1986),Drama
3113,5.8,103231,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
3114,7.9,506252,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3115,6.5,17118,Flawless (1999),Drama
3116,6.2,1424,Miss Julie (1999),Drama
3117,6.7,12599,Ride with the Devil (1999),Drama|Romance|War
3118,6.7,3167,Tumbleweeds (1999),Drama
3119,6.6,8695,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971),Horror
3120,5.9,14772,"Distinguished Gentleman, The (1992)",Comedy
3121,7.0,6670,"Hitch-Hiker, The (1953)",Drama|Film-Noir
3122,6.3,3087,Santa Fe Trail (1940),Drama|Romance|Western
3123,3.9,247,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),Comedy
3124,6.6,1964,Agnes Browne (1999),Comedy|Drama
3125,7.1,20711,"End of the Affair, The (1999)",Drama
3126,6.6,1047,"End of the Affair, The (1955)",Drama
3127,5.9,13625,Holy Smoke (1999),Comedy|Drama
3128,6.6,3959,"Map of the World, A (1999)",Drama
3129,7.2,31368,Sweet and Lowdown (1999),Comedy|Drama
3130,5.6,20943,Bonfire of the Vanities (1990),Comedy|Crime|Drama
3131,6.6,582,Broadway Damage (1997),Comedy
3132,6.5,1296,Daddy Long Legs (1919),Comedy|Drama
3133,7.2,3610,Go West (1925),Comedy|Western
3134,8.1,32467,Grand Illusion (La grande illusion) (1937),Drama|War
3135,7.2,5474,"Great Santini, The (1979)",Drama
3136,6.4,502,"James Dean Story, The (1957)",Documentary
3137,6.3,3708,"Sea Wolves, The (1980)",Action|War
3138,6.7,3967,Stealing Home (1988),Drama
3139,5.1,576,Tarzan the Fearless (1933),Action|Adventure
3140,7.1,3837,Three Ages (1923),Comedy
3141,6.2,10571,"Two Jakes, The (1990)",Drama
3142,7.6,5555,U2: Rattle and Hum (1988),Documentary|Musical
3143,7.3,7399,Hell in the Pacific (1968),Drama|War
3144,6.5,4065,"Glass Bottom Boat, The (1966)",Comedy|Romance
3145,6.8,8629,Cradle Will Rock (1999),Drama
3146,5.7,68797,Deuce Bigalow: Male Gigolo (1999),Comedy
3147,8.6,1088069,"Green Mile, The (1999)",Crime|Drama
3148,7.4,90726,"Cider House Rules, The (1999)",Drama
3149,5.4,1449,Diamonds (1999),Mystery
3150,7.3,9374,"War Zone, The (1999)",Drama|Thriller
3151,6.4,802,"Bat Whispers, The (1930)",Crime|Drama|Mystery
3152,8.0,40073,"Last Picture Show, The (1971)",Drama
3153,7.1,11175,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
3154,6.1,1733,Blood on the Sun (1945),Drama|War
3155,6.7,34949,Anna and the King (1999),Drama|Romance
3156,6.9,106772,Bicentennial Man (1999),Drama|Romance|Sci-Fi
3157,5.9,121251,Stuart Little (1999),Children|Comedy|Fantasy
3158,7.2,5786,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
3159,7.2,33712,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
3160,8.0,280554,Magnolia (1999),Drama
3161,6.9,7297,Onegin (1999),Drama|Romance
3162,4.6,3245,Simpatico (1999),Comedy|Drama
3163,7.3,11384,Topsy-Turvy (1999),Comedy|Drama|Musical
3164,4.9,175,"Alley Cats, The (1966)",Drama
3165,4.9,5374,Boiling Point (1993),Action|Drama
3166,4.8,966,Brenda Starr (1989),Adventure
3167,7.0,10912,Carnal Knowledge (1971),Comedy|Drama
3168,7.3,95590,Easy Rider (1969),Adventure|Drama
3169,6.8,10262,The Falcon and the Snowman (1985),Crime|Drama|Thriller
3171,7.5,5032,Room at the Top (1959),Drama
3172,6.7,3320,Ulysses (Ulisse) (1954),Adventure
3173,6.9,109546,Any Given Sunday (1999),Drama
3174,7.4,120752,Man on the Moon (1999),Comedy|Drama
3175,7.3,143312,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3176,7.4,174353,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3177,6.2,35450,Next Friday (2000),Comedy
3178,7.6,88994,"Hurricane, The (1999)",Drama
3179,7.3,19636,Angela's Ashes (1999),Drama
3180,5.5,11268,Play it to the Bone (1999),Comedy|Drama
3181,7.1,19282,Titus (1999),Drama
3182,7.5,5241,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
3183,6.5,3091,"Third Miracle, The (1999)",Drama
3184,6.3,1451,Montana (1998),Action|Comedy|Crime|Drama
3185,6.7,13448,Snow Falling on Cedars (1999),Drama
3186,7.3,157149,"Girl, Interrupted (1999)",Drama
3188,7.6,750,"Life and Times of Hank Greenberg, The (1998)",Documentary
3189,7.0,18836,My Dog Skip (1999),Children|Drama
3190,4.9,16743,Supernova (2000),Adventure|Sci-Fi|Thriller
3192,7.0,1887,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama
3194,7.1,21282,"Way We Were, The (1973)",Drama|Romance
3196,8.0,49599,Stalag 17 (1953),Drama|War
3197,6.0,15756,"Presidio, The (1988)",Action|Crime|Romance|Thriller
3198,8.0,117536,Papillon (1973),Crime|Drama
3199,6.7,4444,Pal Joey (1957),Comedy|Drama|Musical|Romance
3200,7.5,21132,"Last Detail, The (1973)",Comedy|Drama
3201,7.5,31789,Five Easy Pieces (1970),Drama
3202,6.9,5182,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror
3203,6.8,35269,Dead Calm (1989),Thriller
3204,7.0,24569,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
3205,7.2,12841,Black Sunday (La maschera del demonio) (1960),Horror
3206,5.9,10175,Against All Odds (1984),Romance
3208,6.2,43273,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
3210,7.2,89250,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3211,6.9,8844,"Cry in the Dark, A (1988)",Drama
3212,5.5,1493,Born to Win (1971),Drama
3213,7.8,40798,Batman: Mask of the Phantasm (1993),Animation|Children
3214,6.5,5408,American Flyers (1985),Drama
3215,6.4,2478,Voyage of the Damned (1976),Drama
3216,5.4,4105,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
3217,7.3,8226,"Star Is Born, A (1937)",Drama
3218,6.5,3777,Poison (1991),Drama
3219,6.4,17176,Pacific Heights (1990),Mystery|Thriller
3220,6.4,2275,Night Tide (1961),Drama
3221,7.3,8775,"Draughtsman's Contract, The (1982)",Drama
3222,7.5,1396,Carmen (1984),Drama
3223,7.4,6195,"Zed & Two Noughts, A (1985)",Drama
3224,8.5,16084,Woman in the Dunes (Suna no onna) (1964),Drama
3225,5.0,13994,Down to You (2000),Comedy|Romance
3227,5.1,588,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",Comedy|Drama|Thriller
3228,5.4,401,Wirey Spindell (2000),Comedy
3229,6.9,2129,Another Man's Poison (1952),Crime|Drama
3230,7.0,9506,"Odessa File, The (1974)",Thriller
3232,7.9,8702,Seven Chances (1925),Comedy
3235,6.7,10867,Where the Buffalo Roam (1980),Comedy
3236,6.0,562,Zachariah (1971),Comedy|Musical|Western
3238,5.1,14243,Eye of the Beholder (1999),Thriller
3239,5.4,2230,Isn't She Great? (2000),Comedy
3240,6.2,2308,"Big Tease, The (1999)",Comedy
3241,7.0,2809,"Cup, The (Phörpa) (1999)",Comedy
3242,6.5,503,Santitos (1999),Comedy
3243,5.8,36176,Encino Man (1992),Comedy
3244,7.4,11968,"Goodbye Girl, The (1977)",Comedy|Romance
3245,8.2,7689,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama
3246,7.7,79908,Malcolm X (1992),Drama
3247,6.4,83559,Sister Act (1992),Comedy|Crime
3248,5.6,46964,Sister Act 2: Back in the Habit (1993),Comedy
3249,6.6,36555,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
3250,7.1,48798,Alive (1993),Drama
3251,6.6,6540,Agnes of God (1985),Drama|Mystery
3252,8.0,246596,Scent of a Woman (1992),Drama
3253,7.0,139063,Wayne's World (1992),Comedy
3254,6.2,74787,Wayne's World 2 (1993),Comedy
3255,7.3,88439,"League of Their Own, A (1992)",Comedy|Drama
3256,6.9,98878,Patriot Games (1992),Action|Crime|Drama|Thriller
3257,6.3,114028,"Bodyguard, The (1992)",Drama|Romance|Thriller
3258,6.6,98575,Death Becomes Her (1992),Comedy|Fantasy
3259,6.6,56904,Far and Away (1992),Adventure|Drama|Romance
3260,7.4,27407,Howards End (1992),Drama
3261,6.7,26736,Singles (1992),Comedy|Drama|Romance
3262,7.3,81750,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
3263,6.8,72321,White Men Can't Jump (1992),Comedy|Drama
3264,5.6,38324,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3265,7.8,45177,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
3266,7.5,34856,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
3267,6.9,61489,"Mariachi, El (1992)",Action|Crime|Thriller|Western
3268,4.3,37270,Stop! Or My Mom Will Shoot (1992),Action|Comedy
3269,6.3,43098,Forever Young (1992),Drama|Romance|Sci-Fi
3270,6.9,18190,"Cutting Edge, The (1992)",Comedy|Drama|Romance
3271,7.5,39000,Of Mice and Men (1992),Drama
3272,7.1,36960,Bad Lieutenant (1992),Crime|Drama
3273,5.6,119376,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3274,6.4,30685,Single White Female (1992),Drama|Thriller
3275,7.8,222578,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3276,5.7,6767,Gun Shy (2000),Comedy
3279,3.6,167,Knockout (2000),Action|Drama
3280,6.1,2711,"Baby, The (1973)",Horror
3281,7.2,939,"Brandon Teena Story, The (1998)",Documentary
3282,7.0,1830,Different for Girls (1996),Comedy
3283,7.3,3901,Minnie and Moskowitz (1971),Action
3284,6.8,2594,They Might Be Giants (1971),Comedy|Mystery|Romance
3285,6.7,216374,"Beach, The (2000)",Adventure|Drama
3286,5.1,11199,Snow Day (2000),Comedy
3287,6.3,16508,"Tigger Movie, The (2000)",Animation|Children
3289,7.7,7983,Not One Less (Yi ge dou bu neng shao) (1999),Drama
3291,4.1,592,Trois (2000),Thriller
3292,7.4,6131,"Big Combo, The (1955)",Film-Noir
3293,5.0,385,Conceiving Ada (1997),Drama|Sci-Fi
3294,5.5,6222,Eaten Alive (1977),Horror
3295,7.4,3965,Raining Stones (1993),Drama
3296,7.7,14977,To Sir with Love (1967),Drama
3298,7.0,47827,Boiler Room (2000),Crime|Drama|Thriller
3299,4.9,11552,Hanging Up (2000),Comedy|Drama
3300,7.1,220143,Pitch Black (2000),Horror|Sci-Fi|Thriller
3301,6.7,107092,"Whole Nine Yards, The (2000)",Comedy|Crime
3302,6.6,2365,Beautiful People (1999),Comedy
3303,8.0,936,Black Tar Heroin: The Dark End of the Street (2000),Documentary
3304,7.5,6670,Blue Collar (1978),Crime|Drama
3305,5.9,1549,Bluebeard (1944),Film-Noir|Horror
3306,8.2,24660,"Circus, The (1928)",Comedy
3307,8.5,158331,City Lights (1931),Comedy|Drama|Romance
3308,6.2,4742,"Flamingo Kid, The (1984)",Comedy|Drama
3309,7.8,6981,"Dog's Life, A (1918)",Comedy
3310,8.3,105778,"Kid, The (1921)",Comedy|Drama
3311,7.3,9018,"Man from Laramie, The (1955)",Western
3313,4.8,1877,Class Reunion (1982),Comedy
3314,5.7,1363,"Big Trees, The (1952)",Action|Drama
3315,6.5,673,Happy Go Lovely (1951),Musical
3316,5.8,36629,Reindeer Games (2000),Action|Thriller
3317,7.3,59975,Wonder Boys (2000),Comedy|Drama
3318,6.4,2508,Deterrence (1999),Drama|Thriller
3319,6.9,972,Judy Berlin (1999),Drama
3320,7.1,7331,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance
3321,5.3,115,"Waiting Game, The (2000)",Comedy
3322,4.8,3052,3 Strikes (2000),Comedy
3323,6.1,3838,Chain of Fools (2000),Comedy|Crime
3324,5.7,12890,Drowning Mona (2000),Comedy
3325,4.6,10538,"Next Best Thing, The (2000)",Comedy|Drama
3326,5.6,8912,What Planet Are You From? (2000),Comedy|Sci-Fi
3327,7.6,7863,Beyond the Mat (1999),Documentary
3328,7.5,82246,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
3329,7.3,1903,The Year My Voice Broke (1987),Drama|Romance
3330,7.8,16833,Splendor in the Grass (1961),Drama|Romance
3331,5.2,3046,My Tutor (1983),Drama
3333,7.1,2050,"Killing of Sister George, The (1968)",Drama
3334,7.8,35651,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3335,3.5,2258,Jail Bait (1954),Crime|Drama
3336,6.7,992,It Happened Here (1966),Drama|Fantasy|War
3337,6.3,895,I'll Never Forget What's'isname (1967),Comedy|Drama
3338,8.2,4873,For All Mankind (1989),Documentary
3339,7.5,24351,Cross of Iron (1977),War
3340,4.2,6373,Bride of the Monster (1955),Horror|Sci-Fi
3341,7.6,9517,Born Yesterday (1950),Comedy
3342,7.3,20565,Birdy (1984),Drama|War
3343,4.3,1671,And God Created Woman (1988),Comedy|Drama|Romance
3344,5.1,5619,Blood Feast (1963),Horror
3345,6.9,762,"Charlie, the Lonesome Cougar (1967)",Adventure|Children
3346,5.2,1418,Color Me Blood Red (1965),Horror
3347,7.5,7413,Never Cry Wolf (1983),Adventure|Drama
3348,6.6,1317,The Night Visitor (1971),Crime|Horror|Thriller
3349,6.5,995,"Perils of Pauline, The (1947)",Comedy
3350,8.0,6781,"Raisin in the Sun, A (1961)",Drama
3351,5.9,4104,Two Thousand Maniacs! (1964),Horror
3352,5.8,871,Brown's Requiem (1998),Drama
3353,6.3,1394,"Closer You Get, The (2000)",Comedy|Romance
3354,5.7,68751,Mission to Mars (2000),Sci-Fi
3355,6.7,159061,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
3357,7.4,4494,East-West (Est-ouest) (1999),Drama|Romance
3358,7.2,16212,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
3359,7.7,20882,Breaking Away (1979),Comedy|Drama
3360,7.5,41325,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
3361,7.1,45835,Bull Durham (1988),Comedy|Drama|Romance
3362,8.0,227086,Dog Day Afternoon (1975),Crime|Drama
3363,7.4,78346,American Graffiti (1973),Comedy|Drama
3364,7.9,22958,"Asphalt Jungle, The (1950)",Crime|Film-Noir
3365,7.9,76767,"Searchers, The (1956)",Drama|Western
3367,6.8,4752,"Devil's Brigade, The (1968)",War
3368,7.9,14831,"Big Country, The (1958)",Romance|Western
3369,7.4,2792,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime
3370,6.3,5290,Betrayed (1988),Drama|Thriller
3371,7.3,4520,Bound for Glory (1976),Drama
3372,6.7,8271,"Bridge at Remagen, The (1969)",Action|War
3373,6.5,1437,Buck and the Preacher (1972),Western
3374,6.5,1891,Daughters of the Dust (1991),Drama
3375,6.3,3495,Destination Moon (1950),Sci-Fi
3377,7.4,4353,Hangmen Also Die! (1943),Drama|War
3378,6.9,2263,"Ogre, The (Unhold, Der) (1996)",Drama
3379,7.2,11481,On the Beach (1959),Drama
3380,6.7,1335,Railroaded! (1947),Film-Noir
3384,7.7,25131,"Taking of Pelham One Two Three, The (1974)",Action|Crime
3385,5.5,8236,Volunteers (1985),Comedy
3386,8.0,136102,JFK (1991),Drama|Mystery|Thriller
3387,5.9,14832,Who's Harry Crumb? (1989),Comedy|Mystery
3388,6.0,30064,Harry and the Hendersons (1987),Children|Comedy
3389,5.3,1101,Let's Get Harry (1986),Action|Adventure
3390,3.2,4846,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
3391,4.8,9168,Who's That Girl? (1987),Comedy
3392,5.6,15592,She-Devil (1989),Comedy
3393,5.7,2409,Date with an Angel (1987),Comedy|Fantasy|Romance
3394,6.0,20066,Blind Date (1987),Comedy|Romance
3395,5.6,3669,Nadine (1987),Comedy
3396,7.6,31166,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
3397,7.2,13011,"Great Muppet Caper, The (1981)",Children|Comedy
3398,6.9,18741,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
3399,6.7,4501,Sesame Street Presents Follow That Bird (1985),Children|Comedy
3400,6.1,13068,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
3401,5.1,2993,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
3402,7.0,687,Turtle Diary (1985),Comedy|Drama|Romance
3403,5.0,3777,Raise the Titanic (1980),Drama|Thriller
3404,7.0,6083,Titanic (1953),Action|Drama
3405,7.9,12947,"Night to Remember, A (1958)",Action|Drama
3406,7.4,5853,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
3407,6.8,1210,"Carriers Are Waiting, The (Convoyeurs attendent, Les) (1999)",Comedy|Drama
3408,7.3,167378,Erin Brockovich (2000),Drama
3409,6.7,221364,Final Destination (2000),Drama|Thriller
3410,6.5,501,Soft Fruit (1999),Comedy|Drama
3412,7.7,15926,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
3414,6.5,4246,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
3415,8.1,36508,"Mirror, The (Zerkalo) (1975)",Drama
3417,7.3,5488,"Crimson Pirate, The (1952)",Adventure|Comedy
3418,7.5,129421,Thelma & Louise (1991),Adventure|Crime|Drama
3419,7.2,789,Something for Everyone (1970),Comedy|Crime
3420,7.4,29292,...And Justice for All (1979),Drama|Thriller
3421,7.5,108523,Animal House (1978),Comedy
3422,6.7,9404,She's Gotta Have It (1986),Comedy|Romance
3423,6.0,5914,School Daze (1988),Drama
3424,7.9,80534,Do the Right Thing (1989),Drama
3425,6.6,10466,Mo' Better Blues (1990),Drama|Musical
3426,6.5,16238,Jungle Fever (1991),Drama|Romance
3427,6.5,14931,Coogan's Bluff (1968),Crime
3428,6.9,7540,"Champ, The (1979)",Drama
3429,7.7,6001,Creature Comforts (1989),Animation|Comedy
3430,7.0,33926,Death Wish (1974),Action|Crime|Drama
3431,6.1,13809,Death Wish 2 (1982),Action|Drama
3432,5.9,13413,Death Wish 3 (1985),Action|Drama
3433,5.5,8425,Death Wish 4: The Crackdown (1987),Action|Drama
3434,4.9,6668,Death Wish 5: The Face of Death (1994),Action|Drama
3435,8.3,136249,Double Indemnity (1944),Crime|Drama|Film-Noir
3436,6.1,14429,Dying Young (1991),Drama|Romance
3437,2.9,8701,Cool as Ice (1991),Drama
3438,6.8,82290,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3439,6.0,49884,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3440,4.8,29871,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
3441,6.4,49522,Red Dawn (1984),Action|Drama|War
3442,6.3,2610,Band of the Hand (1986),Action|Crime|Drama
3443,4.1,1728,Born American (1986),Action|Drama|Thriller
3444,6.8,73155,Bloodsport (1988),Action
3445,6.2,8469,Eyes of Laura Mars (1978),Mystery|Thriller
3446,6.8,3436,Funny Bones (1995),Comedy|Drama
3447,7.5,4345,"Good Earth, The (1937)",Drama
3448,7.3,121377,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3449,5.8,1450,"Good Mother, The (1988)",Drama
3450,7.0,41467,Grumpy Old Men (1993),Comedy
3451,7.8,37361,Guess Who's Coming to Dinner (1967),Drama
3452,6.1,65094,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3453,5.2,8124,Here on Earth (2000),Drama|Romance
3454,5.5,9490,Whatever It Takes (2000),Comedy|Romance
3455,6.4,979,Buddy Boy (1999),Drama|Thriller
3456,8.2,14936,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
3457,6.5,6612,Waking the Dead (2000),Drama|Thriller
3458,4.7,950,Blood and Sand (Sangre y Arena) (1989),Drama|Romance
3459,5.7,6887,Gothic (1986),Drama|Horror
3461,6.9,16797,Lord of the Flies (1963),Adventure|Drama|Thriller
3462,8.5,205820,Modern Times (1936),Comedy|Drama|Romance
3463,2.8,1424,Last Resort (National Lampoon's Last Resort) (1994),Comedy
3465,6.0,1291,That's Life! (1986),Drama
3466,7.0,15648,Heart and Souls (1993),Comedy|Fantasy
3467,7.8,18596,Hud (1963),Drama|Western
3468,8.0,73015,"Hustler, The (1961)",Drama
3469,8.1,26069,Inherit the Wind (1960),Drama
3470,8.3,22399,Dersu Uzala (1975),Adventure|Drama
3471,7.6,176417,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3472,6.8,5755,"Horror Hotel (a.k.a. City of the Dead, The) (1960)",Horror|Thriller
3473,7.6,967,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy
3474,6.2,5502,Retroactive (1997),Sci-Fi|Thriller
3475,7.8,19081,"Place in the Sun, A (1951)",Drama|Romance
3476,7.5,95084,Jacob's Ladder (1990),Horror|Mystery
3477,6.7,47647,Empire Records (1995),Comedy|Drama
3478,6.9,27118,"Bamba, La (1987)",Drama
3479,7.0,41843,Ladyhawke (1985),Adventure|Fantasy|Romance
3480,6.9,14087,Lucas (1986),Drama|Romance
3481,7.5,163529,High Fidelity (2000),Comedy|Drama|Romance
3483,6.9,80334,"Road to El Dorado, The (2000)",Animation|Children
3484,5.6,30292,"Skulls, The (2000)",Thriller
3485,5.9,1090,Autopsy (Macchie Solari) (1975),Horror
3486,5.0,1186,Devil Girl From Mars (1954),Sci-Fi
3487,7.6,23010,El Dorado (1966),Western
3488,4.3,1103,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi
3489,6.8,225854,Hook (1991),Adventure|Comedy|Fantasy
3490,6.5,8552,Horror Express (1972),Horror
3491,5.7,1733,My Chauffeur (1986),Comedy
3492,6.6,1734,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance
3493,6.5,5186,Torso (1973),Horror|Mystery|Thriller
3494,7.4,40869,True Grit (1969),Adventure|Drama|Western
3495,6.5,1173,Roadside Prophets (1992),Comedy|Drama
3496,6.7,1275,Madame Sousatzka (1988),Drama
3497,6.6,3195,Max Dugan Returns (1983),Comedy
3498,7.6,70005,Midnight Express (1978),Drama
3499,7.8,174997,Misery (1990),Drama|Horror|Thriller
3500,5.9,4370,Mr. Saturday Night (1992),Comedy|Drama
3501,7.0,5230,Murphy's Romance (1985),Comedy|Romance
3502,6.8,10189,My Life (1993),Drama
3503,8.1,75719,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
3504,8.1,138850,Network (1976),Comedy|Drama
3505,7.1,33796,No Way Out (1987),Drama|Mystery|Thriller
3506,6.9,4516,North Dallas Forty (1979),Comedy|Drama
3507,7.7,30345,"Odd Couple, The (1968)",Comedy
3508,7.9,62910,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
3509,4.9,5450,Black and White (1999),Drama
3510,7.3,98029,Frequency (2000),Drama|Thriller
3511,5.4,13237,Ready to Rumble (2000),Comedy
3512,6.9,19088,Return to Me (2000),Drama|Romance
3513,6.4,43229,Rules of Engagement (2000),Drama|Thriller
3514,6.5,1445,Joe Gould's Secret (2000),Drama
3515,6.5,2485,Me Myself I (2000),Comedy|Romance
3516,6.9,9171,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance
3517,6.5,336,"Bells, The (1926)",Crime|Drama
3518,5.6,4532,"End of Violence, The (1997)",Drama|Thriller
3519,6.4,16028,Force 10 from Navarone (1978),Action|Drama|War
3520,4.7,1159,How to Stuff a Wild Bikini (1965),Comedy
3521,7.6,24191,Mystery Train (1989),Comedy|Drama
3522,7.8,2558,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
3523,5.6,1405,Taffin (1988),Action|Thriller
3524,6.9,24951,Arthur (1981),Comedy|Romance
3525,6.3,34350,Bachelor Party (1984),Comedy
3526,7.0,42933,Parenthood (1989),Comedy|Drama
3527,7.8,359302,Predator (1987),Action|Sci-Fi|Thriller
3528,6.7,15427,"Prince of Tides, The (1991)",Drama|Romance
3529,6.6,20708,"Postman Always Rings Twice, The (1981)",Crime|Thriller
3530,7.4,1615,Smoking/No Smoking (1993),Comedy
3531,6.7,431,All the Vermeers in New York (1990),Comedy|Drama|Romance
3533,7.4,1904,"Actor's Revenge, An (Yukinojô henge) (1963)",Drama
3534,6.0,42847,28 Days (2000),Drama
3535,7.6,461633,American Psycho (2000),Crime|Horror|Mystery|Thriller
3536,6.3,48940,Keeping the Faith (2000),Comedy|Drama|Romance
3537,6.2,5450,Where the Money Is (2000),Comedy|Drama
3538,6.9,16630,East is East (1999),Comedy
3539,7.7,5476,"Filth and the Fury, The (2000)",Documentary
3540,5.6,3101,Passion of Mind (2000),Drama|Mystery|Romance
3541,6.2,364,Third World Cop (1999),Action
3542,6.9,375,Coming Apart (1969),Drama
3543,7.1,17946,Diner (1982),Comedy|Drama
3544,5.6,4475,Shakes the Clown (1992),Comedy
3545,7.8,46223,Cabaret (1972),Drama|Musical
3546,8.1,47740,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
3547,7.3,5407,Prick Up Your Ears (1987),Comedy|Drama
3548,7.9,9937,Auntie Mame (1958),Comedy|Drama
3549,7.2,14754,Guys and Dolls (1955),Comedy|Musical|Romance
3550,6.7,22114,The Hunger (1983),Horror
3551,7.5,55619,Marathon Man (1976),Crime|Drama|Thriller
3552,7.3,101259,Caddyshack (1980),Comedy
3553,5.9,14076,Gossip (2000),Drama|Thriller
3554,7.2,17575,Love and Basketball (2000),Drama|Romance
3555,6.6,74592,U-571 (2000),Action|Thriller|War
3556,7.2,139286,"Virgin Suicides, The (1999)",Drama|Romance
3557,6.3,14803,Jennifer 8 (1992),Mystery|Thriller
3559,8.1,17053,Limelight (1952),Comedy|Drama|Romance
3560,7.0,3414,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),Crime|Drama|Romance
3562,5.1,3577,Committed (2000),Comedy|Drama
3563,4.9,10521,"Crow: Salvation, The (2000)",Action|Horror
3564,3.6,20704,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
3565,6.8,31025,Where the Heart Is (2000),Comedy|Drama
3566,6.6,13682,"Big Kahuna, The (2000)",Comedy|Drama
3567,6.2,1683,Bossa Nova (2000),Comedy|Drama|Romance
3568,7.7,2662,Smiling Fish and Goat on Fire (1999),Comedy|Romance
3569,6.8,28899,"Idiots, The (Idioterne) (1998)",Comedy|Drama
3570,6.0,785,"Last September, The (1999)",Drama
3571,6.1,6353,Time Code (2000),Comedy|Drama
3572,3.6,3568,Carnosaur (1993),Horror|Sci-Fi
3573,3.7,1732,Carnosaur 2 (1995),Horror|Sci-Fi
3574,3.2,1674,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
3575,6.5,1563,Defying Gravity (1997),Drama
3576,7.0,16246,"Hidden, The (1987)",Action|Horror|Sci-Fi
3577,5.1,4884,Two Moon Junction (1988),Drama|Romance
3578,8.5,1284116,Gladiator (2000),Action|Adventure|Drama
